"study_id","segment","code_identifiers","code_main","aro_accession","aro_description","aro_name","mesh_class_id","mesh_definitions","mesh_segment_class","mesh_name"
"10445","gentamicin","E","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"10445","tobramycin","F","Drug Resisted","ARO:0000052","Tobramycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Tobramycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","tobramycin","http://purl.bioontology.org/ontology/mesh/d014031","an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.","Preferred Label","tobramycin"
"10445","ciprofloxacin","G","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"10445","levofloxacin","H","Drug Resisted","ARO:0000071","Levofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class. Its main target is topoisomerase IV, inhibiting its function and disrupting DNA replication.","levofloxacin","http://purl.bioontology.org/ontology/mesh/d064704","the l-isomer of ofloxacin.","Preferred Label","levofloxacin"
"10445","moxifloxacin","I","Drug Resisted","ARO:0000074","Moxifloxacin is a fourth generation synthetic fluoroquinolone chemotherapeutic agent, and has been shown to be significantly more active than levofloxacin (4 to 8 times more) against Streptococcus pneumoniae. It acts by inhibiting bacterial DNA topoisomerases.","moxifloxacin","http://purl.bioontology.org/ontology/mesh/c104727",NA,"Preferred Label","moxifloxacin"
"10445","tigecycline","J","Drug Resisted","ARO:0000030","Tigecycline is an glycylcycline antibiotic. It works by inhibiting action of the prokaryotic 30S ribosome.","tigecycline","http://purl.bioontology.org/ontology/mesh/c119092",NA,"Preferred Label","tigecycline"
"10445","trimethoprim/sulfamethoxazole","K","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"10445","ampicillin/sulbactam","L","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"10445","piperacillin/tazobactam","M","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"10445","cefoperazone/sulbactam","O","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"10445","cefepime","N","Drug Resisted","ARO:0000059","Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.","cefepime","http://purl.bioontology.org/ontology/mesh/c043266",NA,"Preferred Label","cefepime"
"10445","tetracycline","R","Drug Resisted","ARO:0000051","Tetracycline is a broad-spectrum polyketide antibiotic produced by many Streptomyces. It works by inhibiting action of the prokaryotic 30S ribosome.","tetracycline","http://purl.bioontology.org/ontology/mesh/d013752","a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.","Preferred Label","tetracycline"
"10445","ceftazidime","Q","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"10445","ceftriaxone","P","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"10445","imipenem","A","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"10445","meropenem","B","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"10445","ticarcillin","D","Drug Resisted","ARO:3003832","Ticarcillin is a carboxypenicillin used for the treatment of Gram-negative bacteria, particularly P. aeruginosa. Ticarcillin's antibiotic properties arise from its ability to prevent cross-linking of peptidoglycan during cell wall synthesis, when the bacteria try to divide, causing cell death.","ticarcillin","http://purl.bioontology.org/ontology/mesh/d013982","an antibiotic derived from penicillin similar to carbenicillin in action.","Preferred Label","ticarcillin"
"10445","amikacin","C","Drug Resisted","ARO:0000013","Amikacin is an aminoglycoside antibiotic that works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","amikacin","http://purl.bioontology.org/ontology/mesh/d000583","a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.","Preferred Label","amikacin"
"10450","-lactam antibiotics","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"10450","gentamicin","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"10450","tetracycline","","Drug Resisted","ARO:0000051","Tetracycline is a broad-spectrum polyketide antibiotic produced by many Streptomyces. It works by inhibiting action of the prokaryotic 30S ribosome.","tetracycline","http://purl.bioontology.org/ontology/mesh/d013752","a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.","Preferred Label","tetracycline"
"10450","nalidixic acid","","Drug Resisted","ARO:3000661","Nalidixic acid is a quinolone derivative of naphthyridine active against many enterobacteria, but ineffective against Ps aeruginosa, Gram-positive bacteria, and anaerobes. Acquired resistance is common in nalidixic acid treatments.","nalidixic acid","http://purl.bioontology.org/ontology/mesh/d009268","a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. it is an inhibitor of the a subunit of bacterial dna gyrase.","Preferred Label","nalidixic acid"
"10450","norfloxacin","","Drug Resisted","ARO:3000662","Norfloxacin is a 6-fluoro, 7-piperazinyl quinolone with a wide range of activity against Gram-negative bacteria. It is inactive against most anaerobes.","norfloxacin","http://purl.bioontology.org/ontology/mesh/d009643","a synthetic fluoroquinolone (fluoroquinolones) with broad-spectrum antibacterial activity against most gram-negative and gram-positive bacteria. norfloxacin inhibits bacterial dna gyrase.","Preferred Label","norfloxacin"
"10622","cefotaxime","","Drug Resisted","ARO:3000645","Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.","cefotaxime","http://purl.bioontology.org/ontology/mesh/d002439","semisynthetic broad-spectrum cephalosporin.","Preferred Label","cefotaxime"
"10634","ceftazidime","E","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"10634","cefoxitin","F","Drug Resisted","ARO:0000008","Cefoxitin is a cephamycin antibiotic often grouped with the second generation cephalosporins. Cefoxitin is bactericidal and acts by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms. Cefoxitin's 7-alpha-methoxy group and 3' leaving group make it a poor substrate for most beta-lactamases.","cefoxitin","http://purl.bioontology.org/ontology/mesh/d002440","a semisynthetic cephamycin antibiotic resistant to beta-lactamase.","Preferred Label","cefoxitin"
