study_id,segment,code_main_cat,code_main,code_identifiers
1451,we report  the isolation and characterization of vancomycin-dependent  enterococcus faecium (vde),exclusion, not first case in country,NA
14537,we report a rare case of c. indologenes infection affecting a nursing home resident in the usa and we provide a review of similar cases.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
14542,letter,exclusion, not full text article,NA
14570,dispatch,exclusion, not full text article,NA
14631,this study is the first genotypic and phenotypic characterization of ca-mrsa recovered from wound cultures in a deployed combat hospital. the pattern noted was similar to that seen in soldiers stationed in the united states,exclusion, not first case in country,NA
14645,first com,exclusion,not clinical case in human patient,NA
14646,the present study confi rmed the high prevalence of multidrug-resistant pathogens in  diabetic foot ulcers.,exclusion, not first case in country,NA
14660,"thus, resistance and mdr are highly prevalent in routine isolates from 3 countries, with meropenem, tobramycin, and colistin remaining the most active drugs.",exclusion, not first case in country,NA
14662,ntibiotic resistant salmonella infections are rare in australia. we investigated an increase in multidrug resistant salmonella paratyphi b biovar java (s. java) infections in australia during 2003–04.,exclusion, not first case in country,NA
14666,laboratory and epidemiology communications,exclusion, not full text article,NA
14669,highly,exclusion,did not name bacteria treated,NA
14677,s. typhi was isolated from 11 patients out of 16 for whom blood culture was attempted.,exclusion, not first case in country,NA
14680,"to our knowledge, this is the first report of subtherapeutic linezolid concentrations correlated with decreased clinical effectiveness when during treatment of mrsa pneumonia in a patient with morbid obesity.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
14700,the aim of this study was to analyse the molecular mechanism of -lactam and aminoglycoside resistance in esbl-producing s. enterica serotype infantis isolates responsible for an outbreak at uhb.,exclusion, not first case in country,NA
14701,letter to the editor,exclusion, not full text article,NA
14702,"moreover, extended-spectrum β-lactamase (esbl)–producing a. baumannii strains have also been described: per-1 in turkey, korea, and france (13–15); veb-1 in france (4,16); and ctx-m-2 recently in japan (17).",exclusion, not first case in country,NA
14703,research letters,exclusion, not full text article,NA
14705,levels,exclusion,review article,NA
14707,correspondence,exclusion, not full text article,NA
14708,correspondence,exclusion, not full text article,NA
1472,mycobacterium tuberculosis,bacteria,binomial (genus species),NA
1472,we performed diagnostic ppv in msc to detect the m. tuberculosis genome and drug resistance.,NA,article/study aim,NA
1472,we detected the m. tuberculosis genome in the vitreous fluid of eyes with msc using 3 different molecular techniques. rifampicin resistance was detected for the first time in eyes with msc.,exclusion, not first case in country,NA
14726,nosocomially acquired carbapenem-resistant k pneumoniae isolates were first seen in our institution in mid-2004. the present report describes the first outbreak of kpc-2-producing k pneumoniae bloodstream infections in a hospital in manhattan.,exclusion, not first case in country,NA
14745,letters,exclusion, not full text article,NA
148,letters,exclusion, not full text article,NA
14804,letter to the edito,exclusion, not full text article,NA
14806,december 2012,NA,event date,NA
14806,december,NA,event month,NA
14806,2012,NA,event year,NA
14806,32,patient,age,NA
14806,woman,patient,sex,NA
14806,tokyo medical university hospital,location,hospital name,NA
14806,clostridium difficile,bacteria,binomial (genus species),NA
14806,027 strain,bacteria,strain,NA
14806,fulminant colitis,exclusion, no resistance or did not name antibiotic/antibiotic,NA
14811,letter to the edito,exclusion, not full text article,NA
14849,we report the first case report of spontaneous bacterial peritonitis (sbp) caused by enterococcus casseliflavus and the sixth case of sbp caused by enterococcus gallinarum,exclusion, no resistance or did not name antibiotic/antibiotic,NA
14854,letter to the editor,exclusion, not full text article,NA
14921,linical strains isolated from samples obtained in turkey,exclusion,not clinical case in human patient,NA
14966,correspondence,exclusion, not full text article,NA
14990,the case illustrates the potential danger and underestimated risk associated with untreated dental infections.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
15008,to the editor,exclusion, not full text article,NA
15012,c. difficile isolates from thai patients were highly susceptible to standard antimicrobial agents.,exclusion, not first case in country,NA
15013,ll the strains were multidrug resistant and predominantly showed a common resistance pattern at the beginning of the outbreak.,exclusion, not first case in country,NA
15066,emergence,exclusion,not clinical case in human patient,NA
15088,"in switzerland, 1.4% of  all new tb cases are caused by mdr strains",exclusion, not first case in country,NA
15093,editorials,exclusion, not full text article,NA
15110,we performed a nested case-control study (ratio of 1:4) on the emergence of tigecycline-resistant multidrug-resistant klebsiella pneumoniae (tr-mdrkp) isolates among patients who initially presented with a tigecycline-susceptible mdrkp isolate,exclusion, not first case in country,NA
1513,oral presentation,exclusion, not full text article,NA
15182,artemisinin resistance in cambodia: a clinical trial designed to address an emerging problem in southeast asi,exclusion, not first case in country,NA
15215,correspondence,exclusion, not full text article,NA
15218,to the editor,exclusion, not full text article,NA
15225,"five of these mutations have previously been described in fusa of fusidic acid-resistant staphylococcus aureus, but seven were novel fusa mutations.",exclusion, not first case in country,NA
15226,isolates,exclusion,review article,NA
15226,isolates,exclusion,not clinical case in human patient,NA
15253,carbapenemase-producin,exclusion,not clinical case in human patient,NA
15263,"mycobacterium abscessus is often resistant to multiple antimicrobial drugs, and data supporting effective drugs or  dosing regimens are limited. to better identify treatment approaches and associated toxicities, we collected a series of case reports from the emerging infections network",exclusion, not first case in country,NA
15286,antimicrobial resistance rates are high in rwanda and pose a serious therapeutic challenge to the management of common infections.,exclusion, not first case in country,NA
15289,klebsiella pneumoniae,bacteria,binomial (genus species),NA
15289,these data focus on the emergence of k. pneumoniae strains producing both vim-1 and ctx-m-15 transferable enzymes in italy,NA,notes,NA
15289,emergence of a vim-1 mbl and ctx-m-15 esbl-producing klebsiella pneumoniae clone from acute and rehabilitation hospitals in italy,exclusion,review article,NA
15289,italy,location,country,NA
15289,i.r.c.c.s. “s. matteo”,location,hospital name,NA
15289,“casa sollievo della sofferenza” hospital),location,hospital name,NA
15289,i.r.c.c.s. “s. maugeri”,location,hospital name,NA
15289,vim-1 mbl,bacteria,resistance marker,NA
15289,ctx-m-15,bacteria,resistance marker,NA
15289,we report the emergence of vim-1 mbl and ctx-m-15-producing k. pneumoniae isolates collected from patients at two acute care hospitals (i.r.c.c.s. “s. matteo” and “casa sollievo della sofferenza” hospital) and a long-term rehabilitation facility in northern italy (i.r.c.c.s. “s. maugeri”).,NA,article/study aim,NA
15289,"vim-positive k. pneumoniae was first observed around 2001 to 2003 in southern europe and was introduced later to northern europe (germany, france and the scandinavian countries) and the united states, mostly through colonized patients transferred from high-prevalence areas",NA,notes,NA
