study_id,segment,code_identifiers,code_main,code_identifiers_link,mesh_drug_id,mesh_drug_definitions,mesh_drug_mn,mesh_drug_segment_name_class,mesh_drug_preferred_label,mesh_drug_class,mesh_drug_class_desc,mesh_drug_parent_id,mesh_drug_parent_name,mesh_drug_rank,atc_drug_preferred_label,atc_drug_id,atc_drug_parents_class_ids,atc_drug_rank,atc_drug_parent_name
10300,tobramycin,f,drug resisted,drug resisted; mic,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,d009328,nebramycin,drug name,tobramycin,c0040341,s01aa|j01gb,drug_name,"antibiotics, ophthalmologic; other aminoglycosides in atc"
10300,amikacin,g,drug resisted,drug resisted; mic,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
10443,"trimethoprim, sulfamethoxazole drug combination",g,drug resisted,drug resisted; mic,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
10443,"piperacillin, tazobactam drug combination",i,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
10443,cefepime,j,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
10443,cefoperazone,k,drug resisted,drug resisted; mic,d002438,semisynthetic broad-spectrum cephalosporin with a tetrazolyl moiety that is resistant to beta-lactamase. it may be used to treat pseudomonas infections.,d02.886.665.074.150.160|d03.633.100.300.249.150.160|d02.065.589.099.249.150.160,preferred_label,cefoperazone,d,desc,d002435,cefamandole,drug name,cefoperazone,c0007552,j01dd,drug_name,third-generation cephalosporins
10443,ceftazidime,m,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
10443,ceftriaxone,l,drug resisted,drug resisted; mic,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
10443,amikacin,a,drug resisted,drug resisted; mic,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
10443,ticarcillin,b,drug resisted,drug resisted; mic,d013982,an antibiotic derived from penicillin similar to carbenicillin in action.,d02.886.108.750.875|d02.065.589.099.750.875|d03.633.100.300.750.875,preferred_label,ticarcillin,d,desc,d010406,penicillins,drug name,ticarcillin,c0040193,j01ca,drug_name,penicillins with extended spectrum
10443,gentamicin,c,drug resisted,drug resisted; mic,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
10443,tobramycin,d,drug resisted,drug resisted; mic,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,d009328,nebramycin,drug name,tobramycin,c0040341,s01aa|j01gb,drug_name,"antibiotics, ophthalmologic; other aminoglycosides in atc"
10443,moxifloxacin,f,drug resisted,drug resisted; mic,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,d024841,fluoroquinolones,drug name,moxifloxacin,c0536495,s01ae|j01ma,drug_name,"fluoroquinolone antiinfectives, ophthalmologic; fluoroquinolone antibacterials, systemic"
10443,levofloxacin,e,drug resisted,drug resisted; mic,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,d015242,ofloxacin,drug name,levofloxacin,c0282386,j01ma|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; fluoroquinolone antiinfectives, ophthalmologic"
10445,gentamicin,e,drug resisted,drug resisted; mic,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
10445,tobramycin,f,drug resisted,drug resisted; mic,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,d009328,nebramycin,drug name,tobramycin,c0040341,s01aa|j01gb,drug_name,"antibiotics, ophthalmologic; other aminoglycosides in atc"
10445,ciprofloxacin,g,drug resisted,drug resisted; mic,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
10445,levofloxacin,h,drug resisted,drug resisted; mic,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,d015242,ofloxacin,drug name,levofloxacin,c0282386,j01ma|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; fluoroquinolone antiinfectives, ophthalmologic"
10445,moxifloxacin,i,drug resisted,drug resisted; mic,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,d024841,fluoroquinolones,drug name,moxifloxacin,c0536495,s01ae|j01ma,drug_name,"fluoroquinolone antiinfectives, ophthalmologic; fluoroquinolone antibacterials, systemic"
10445,tigecycline,j,drug resisted,drug resisted; mic,c119092,NA,NA,preferred_label,tigecycline,c,supp,d008911/q000031,minocycline,drug name,tigecycline,c1260298,j01aa,drug_name,tetracyclines
10445,"trimethoprim, sulfamethoxazole drug combination",k,drug resisted,drug resisted; mic,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
10445,ampicillin-sulbactam,l,drug resisted,drug resisted; mic,c035444,NA,NA,synonyms,sultamicillin,c,supp,d013407|d000667,sulbactam; ampicillin,drug name,ampicillin and beta-lactamase inhibitor,c3652985,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
10445,"piperacillin, tazobactam drug combination",m,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
10445,cefoperazone,o,drug resisted,drug resisted; mic,d002438,semisynthetic broad-spectrum cephalosporin with a tetrazolyl moiety that is resistant to beta-lactamase. it may be used to treat pseudomonas infections.,d02.886.665.074.150.160|d03.633.100.300.249.150.160|d02.065.589.099.249.150.160,preferred_label,cefoperazone,d,desc,d002435,cefamandole,drug name,cefoperazone,c0007552,j01dd,drug_name,third-generation cephalosporins
10445,cefepime,n,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
10445,tetracycline,r,drug resisted,drug resisted; mic,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,d013754,tetracyclines,drug name,tetracycline,c0039644,s03aa|j01aa|s01aa|d06aa|s02aa|a01ab,drug_name,"antiinfectives; tetracyclines; antibiotics, ophthalmologic; tetracycline and derivatives, topical antibiotics; antiinfectives; antiinfectives and antiseptics for local oral treatment"
10445,ceftazidime,q,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
10445,ceftriaxone,p,drug resisted,drug resisted; mic,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
10445,imipenem,a,drug resisted,drug resisted; mic,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
10445,meropenem,b,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
10445,ticarcillin,d,drug resisted,drug resisted; mic,d013982,an antibiotic derived from penicillin similar to carbenicillin in action.,d02.886.108.750.875|d02.065.589.099.750.875|d03.633.100.300.750.875,preferred_label,ticarcillin,d,desc,d010406,penicillins,drug name,ticarcillin,c0040193,j01ca,drug_name,penicillins with extended spectrum
10445,amikacin,c,drug resisted,drug resisted; mic,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
10450,beta-lactams,NA,drug resisted,NA,d047090,"four-membered cyclic amides, best known for the penicillins based on a bicyclo-thiazolidine, as well as the cephalosporins based on a bicyclo-thiazine, and including monocyclic monobactams. the beta-lactamases hydrolyze the beta lactam ring, accounting for beta-lactam resistance of infective bacteria.",d03.633.100.300|d02.065.589.099|d02.886.108,preferred_label,beta-lactams,d,desc,d013457|d006574|d007769,"sulfur compounds; heterocyclic compounds, 2-ring; lactams",drug group,"beta-lactam antibacterials, penicillins",c0030842,j01,drug_group,antibacterials for systemic use
10450,gentamicin,NA,drug resisted,NA,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
